 -2.07078E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.62988E+27  5.80453E+09  0.00000E+00
 -2.06073E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.66058E+27  5.83413E+09  0.00000E+00
 -2.05073E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.72144E+27  5.89271E+09  0.00000E+00
 -2.04073E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.81828E+27  5.98677E+09  0.00000E+00
 -2.03068E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.92692E+27  6.09400E+09  0.00000E+00
 -2.02063E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.91898E+27  6.08683E+09  0.00000E+00
 -2.01058E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.85913E+27  6.02862E+09  0.00000E+00
 -2.00053E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.90130E+27  6.07072E+09  0.00000E+00
 -1.99048E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.95097E+27  6.12058E+09  0.00000E+00
 -1.98043E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.96878E+27  6.13850E+09  0.00000E+00
 -1.97038E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.96164E+27  6.13263E+09  0.00000E+00
 -1.96033E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.95013E+27  6.12188E+09  0.00000E+00
 -1.95028E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  4.94217E+27  6.11467E+09  0.00000E+00
 -1.94023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.00697E+27  6.17486E+09  0.00000E+00
 -1.93023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.14515E+27  6.29955E+09  0.00000E+00
 -1.92023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.16224E+27  6.31577E+09  0.00000E+00
 -1.91023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.09000E+27  6.25118E+09  0.00000E+00
 -1.90023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.12487E+27  6.28332E+09  0.00000E+00
 -1.89023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.25942E+27  6.40684E+09  0.00000E+00
 -1.88023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.31312E+27  6.45728E+09  0.00000E+00
 -1.87023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.28540E+27  6.43241E+09  0.00000E+00
 -1.86023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.28494E+27  6.43277E+09  0.00000E+00
 -1.85023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.33891E+27  6.48370E+09  0.00000E+00
 -1.84023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.38460E+27  6.52726E+09  0.00000E+00
 -1.83023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.42299E+27  6.56423E+09  0.00000E+00
 -1.82023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.46294E+27  6.60290E+09  0.00000E+00
 -1.81023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.50094E+27  6.63996E+09  0.00000E+00
 -1.80023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.53918E+27  6.67746E+09  0.00000E+00
 -1.79023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.57935E+27  6.71706E+09  0.00000E+00
 -1.78023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.62228E+27  6.75779E+09  0.00000E+00
 -1.77023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.66699E+27  6.79723E+09  0.00000E+00
 -1.76023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.71349E+27  6.83846E+09  0.00000E+00
 -1.75023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.76083E+27  6.88070E+09  0.00000E+00
 -1.74023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.81110E+27  6.92578E+09  0.00000E+00
 -1.73023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.85263E+27  6.96343E+09  0.00000E+00
 -1.72023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.88600E+27  6.99403E+09  0.00000E+00
 -1.71023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.92756E+27  7.03211E+09  0.00000E+00
 -1.70023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.97851E+27  7.07885E+09  0.00000E+00
 -1.69023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.02461E+27  7.12153E+09  0.00000E+00
 -1.68023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.06958E+27  7.16346E+09  0.00000E+00
 -1.67023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.12137E+27  7.21191E+09  0.00000E+00
 -1.66023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.16990E+27  7.25770E+09  0.00000E+00
 -1.65023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.21424E+27  7.29992E+09  0.00000E+00
 -1.64023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.26419E+27  7.34764E+09  0.00000E+00
 -1.63023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.31603E+27  7.39748E+09  0.00000E+00
 -1.62023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.36155E+27  7.43863E+09  0.00000E+00
 -1.61023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.41181E+27  7.48215E+09  0.00000E+00
 -1.60023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.47900E+27  7.54036E+09  0.00000E+00
 -1.59023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.54108E+27  7.59465E+09  0.00000E+00
 -1.58023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.58739E+27  7.63576E+09  0.00000E+00
 -1.57023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.62598E+27  7.67045E+09  0.00000E+00
 -1.56023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.66503E+27  7.70571E+09  0.00000E+00
 -1.55023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.71590E+27  7.75150E+09  0.00000E+00
 -1.54023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.77592E+27  7.80563E+09  0.00000E+00
 -1.53023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.84199E+27  7.86554E+09  0.00000E+00
 -1.52023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.90822E+27  7.92607E+09  0.00000E+00
 -1.51023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  6.96273E+27  7.97655E+09  0.00000E+00
 -1.50023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  7.01573E+27  8.02602E+09  0.00000E+00
 -1.49023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  7.07240E+27  8.07917E+09  0.00000E+00
 -1.48023E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  7.12802E+27  8.13174E+09  0.00000E+00
